video_name,source_path,preprocess_mode,normalized_width,normalized_height,viewport_confidence,viewport_area_ratio,viewport_source,detected_frames,total_frames,detection_rate_pct,mean_velocity,velocity_CV,acc_std,jerk_std,jerk_outlier_ratio,micro_correction_rate,tremor_energy_ratio,blur_ratio,stop_go_ratio,path_efficiency
pass1_3min26sec.avi,expert_videos\EMT-L\pass1_3min26sec.avi,viewport_normalized,640,480,1.0,0.996,auto_detected,12198,12410,98.29,202.85641479492188,2.7490196228027344,770.2639770507812,1331.6610107421875,0.023370233702337023,0.36059541729386185,0.978390556991335,0.0,0.030581290481265885,0.0006624257
pass2_3min27sec.avi,expert_videos\EMT-L\pass2_3min27sec.avi,viewport_normalized,640,480,1.0,0.996,auto_detected,12243,12435,98.46,196.75119018554688,2.851508140563965,773.9711303710938,1335.439453125,0.021323529411764706,0.3599332220367279,0.9801493021004419,0.0,0.0324293416108479,0.0006174056
pass3_3min24sec.avi,expert_videos\EMT-L\pass3_3min24sec.avi,viewport_normalized,640,480,1.0,0.996,auto_detected,12054,12254,98.37,200.04421997070312,2.6631836891174316,737.0354614257812,1276.3251953125,0.023068625010372584,0.3706021650879567,0.9868884060262435,0.0,0.029619181946403384,0.00012794619
pass4_3min25sec.avi,expert_videos\EMT-L\pass4_3min25sec.avi,viewport_normalized,640,480,1.0,0.996,auto_detected,12149,12341,98.44,199.62547302246094,2.7906334400177,772.3683471679688,1334.358642578125,0.0209122344804874,0.36541859486748,1.0055647626328261,0.0,0.030540006585446165,0.0017459317
